Config,ARM Address,ARM Function Name,ARM Called Count,ARM Calling Count,ARM Param Count,ARM CBranch Count,ARM Set Size,ARM Sequence Length,MIPS Address,MIPS Function Name,MIPS Called Count,MIPS Calling Count,MIPS Param Count,MIPS CBranch Count,MIPS Set Size,MIPS Sequence Length,Similarity Score,Intersection Size,Union Size,CLS Length,CLS Similarity Score,UserDefined
opt_sibling_calls,0x00028534,_dl_get_dl_main_map,0,0,0,0,2,2,0x0041e3b8,_dl_get_dl_main_map,0,0,0,0,2,2,1.0,2,2,2,1.0,0
opt_sibling_calls,0x0003f138,_dl_get_origin,3,4,0,5,14,39,0x0043ca10,_dl_get_origin,3,4,0,5,15,42,0.9333333333333333,14,15,29,0.7160493827160493,0
opt_sibling_calls,0x00026760,_dl_get_tls_static_info,0,0,2,0,4,9,0x0041bfa4,_dl_get_tls_static_info,0,0,2,0,4,9,1.0,4,4,7,0.7777777777777778,0
opt_sibling_calls,0x0003ebe4,_dl_higher_prime_number,1,0,1,2,13,27,0x0043c314,_dl_higher_prime_number,1,0,1,2,13,26,1.0,13,13,21,0.7924528301886793,0
opt_sibling_calls,0x00067548,_dl_init,1,2,4,9,20,114,0x0047122c,_dl_init,2,2,4,10,19,103,0.95,19,20,85,0.783410138248848,0
opt_sibling_calls,0x0003ad7c,_dl_init_paths,1,8,4,14,21,489,0x0043753c,_dl_init_paths,1,8,4,12,21,460,0.9090909090909091,20,22,392,0.8261327713382508,0
opt_sibling_calls,0x00026c14,_dl_init_static_tls,3,5,1,7,17,142,0x0041c634,_dl_init_static_tls,3,4,1,4,17,105,0.7894736842105263,15,19,80,0.6477732793522267,0
opt_sibling_calls,0x000417c0,_dl_load_cache_lookup,1,9,1,21,21,275,0x004412d8,_dl_load_cache_lookup,1,9,1,21,21,294,1.0,21,21,220,0.773286467486819,0
opt_sibling_calls,0x00067774,_dl_lookup_direct,2,2,5,13,17,88,0x0047157c,_dl_lookup_direct,2,1,5,15,20,128,0.6818181818181818,15,22,72,0.6666666666666666,0
opt_sibling_calls,0x0003dec4,_dl_lookup_symbol_x,8,13,8,98,28,1059,0x0043b370,_dl_lookup_symbol_x,9,11,8,100,26,1333,0.8620689655172413,25,29,713,0.5961538461538461,0
opt_sibling_calls,0x0005b6f4,_dl_make_stacks_executable,1,5,1,16,22,261,0x00461830,_dl_make_stacks_executable,1,3,1,13,21,199,0.8695652173913043,20,23,154,0.6695652173913044,0
opt_sibling_calls,0x0003c4d8,_dl_map_object,2,20,6,84,24,2085,0x00439074,_dl_map_object,2,19,6,95,26,3159,0.8518518518518519,23,27,1757,0.6700991609458429,0
opt_sibling_calls,0x00066690,_dl_map_object_deps,1,18,5,96,28,3773,0x004700b4,_dl_map_object_deps,1,17,5,96,26,2413,0.8,24,30,1937,0.6262528289686389,0
opt_sibling_calls,0x0003b1c4,_dl_map_object_from_fd,1,25,10,129,32,4944,0x00437a08,_dl_map_object_from_fd,1,24,10,124,32,2722,0.8823529411764706,30,34,1919,0.5006522306287503,0
opt_sibling_calls,0x0003eb84,_dl_name_match_p,3,2,2,3,9,22,0x0043c258,_dl_name_match_p,3,1,2,3,10,22,0.9,9,10,21,0.9545454545454546,0
opt_sibling_calls,0x0003eeb4,_dl_new_object,3,8,6,20,20,243,0x0043c69c,_dl_new_object,3,7,6,19,22,246,0.9090909090909091,20,22,181,0.7402862985685071,0
opt_sibling_calls,0x00027b58,_dl_non_dynamic_init,1,13,0,77,29,3231,0x0041d8a8,_dl_non_dynamic_init,1,13,0,70,28,2801,0.9,27,30,2263,0.7503315649867374,0
opt_sibling_calls,0x00062958,_dl_open,3,10,7,8,16,155,0x0046b234,_dl_open,4,3,7,9,15,155,0.9375,15,16,152,0.9806451612903225,0
opt_sibling_calls,0x0003f878,_dl_printf,1,1,1,0,6,10,0x0043d310,_dl_printf,1,1,1,0,5,9,0.8333333333333334,5,6,9,0.9473684210526315,0
opt_sibling_calls,0x0003b0a8,_dl_process_pt_gnu_property,1,0,3,16,18,117,0x00437890,_dl_process_pt_gnu_property,1,0,3,16,17,117,0.9444444444444444,17,18,93,0.7948717948717948,0
opt_sibling_calls,0x0003fc6c,_dl_protect_relro,2,3,1,2,15,38,0x0043d660,_dl_protect_relro,2,2,1,2,17,37,0.7777777777777778,14,18,29,0.7733333333333333,0
opt_sibling_calls,0x0003fcf8,_dl_reloc_bad_type,1,2,3,0,9,24,0x0043d704,_dl_reloc_bad_type,1,2,3,0,9,23,1.0,9,9,19,0.8085106382978723,0
opt_sibling_calls,0x0003fd60,_dl_relocate_object,1,18,4,163,33,4619,0x0043d798,_dl_relocate_object,1,13,4,326,29,9137,0.8235294117647058,28,34,3547,0.5157022390229717,0
opt_sibling_calls,0x0003d0bc,_dl_rtld_di_serinfo,1,2,3,15,19,245,0x00439fb4,_dl_rtld_di_serinfo,1,2,3,23,18,402,0.85,17,20,185,0.5718701700154559,0
opt_sibling_calls,0x00041520,_dl_runtime_resolve,1,1,0,0,8,10,0x00440a90,_dl_runtime_resolve,1,1,4,0,4,4,0.5,4,8,4,0.5714285714285714,0
opt_sibling_calls,0x0004113c,_dl_scope_free,4,3,1,5,16,85,0x00440550,_dl_scope_free,4,3,1,5,18,71,0.8888888888888888,16,18,55,0.7051282051282052,0
opt_sibling_calls,0x00041214,_dl_setup_hash,2,1,1,5,15,88,0x004406b0,_dl_setup_hash,2,1,1,3,15,84,0.875,14,16,69,0.8023255813953488,0
opt_sibling_calls,0x00062b30,_dl_show_scope,1,2,2,9,17,108,0x0046b4a8,_dl_show_scope,2,2,2,9,16,103,0.9411764705882353,16,17,88,0.8341232227488151,0
opt_sibling_calls,0x000392f4,_dl_signal_error,24,4,4,3,16,35,0x00434940,_dl_signal_error,22,3,4,3,15,30,0.7222222222222222,13,18,23,0.7076923076923077,0
opt_sibling_calls,0x000392ac,_dl_signal_exception,6,3,3,1,12,39,0x004348c8,_dl_signal_exception,5,2,3,1,11,33,0.6428571428571429,9,14,23,0.6388888888888888,0
opt_sibling_calls,0x0006374c,_dl_sort_maps,2,5,4,37,25,616,0x0046c4fc,_dl_sort_maps,2,5,4,37,26,553,0.8888888888888888,24,27,380,0.6501283147989735,0
opt_sibling_calls,0x00063704,_dl_sort_maps_init,0,1,0,1,9,12,0x0046c4ac,_dl_sort_maps_init,0,1,0,0,7,9,0.6,6,10,8,0.7619047619047619,0
opt_sibling_calls,0x000103a8,_dl_start,0,1,0,0,2,2,0x00400480,_dl_start,0,1,0,0,2,2,1.0,2,2,2,1.0,0
opt_sibling_calls,0x0003ec30,_dl_strtoul,2,0,2,20,27,161,0x0043c380,_dl_strtoul,2,0,2,23,25,165,0.7931034482758621,23,29,92,0.5644171779141104,0
opt_sibling_calls,0x00068010,_dl_sym,1,1,3,0,2,2,0x00472040,_dl_sym,1,1,3,0,2,2,1.0,2,2,2,1.0,0
opt_sibling_calls,0x0003eafc,_dl_sysdep_read_whole_file,1,4,3,3,11,21,0x0043c170,_dl_sysdep_read_whole_file,1,4,3,3,11,21,0.8333333333333334,10,12,19,0.9047619047619048,0
opt_sibling_calls,0x000269ac,_dl_tls_get_addr_soft,1,1,1,7,17,63,0x0041c338,_dl_tls_get_addr_soft,1,0,1,7,16,64,0.8333333333333334,15,18,41,0.6456692913385826,0
opt_sibling_calls,0x00026a5c,_dl_tls_initial_modid_limit_setup,0,0,0,4,13,36,0x0041c410,_dl_tls_initial_modid_limit_setup,0,0,0,5,14,39,0.9285714285714286,13,14,30,0.8,0
opt_sibling_calls,0x000264d0,_dl_tls_static_surplus_init,1,2,1,2,12,35,0x0041bcf0,_dl_tls_static_surplus_init,2,2,1,2,12,35,1.0,12,12,31,0.8857142857142857,0
