ARM Address,ARM Function Name,ARM Set Size,ARM Sequence Length,MIPS Address,MIPS Function Name,MIPS Set Size,MIPS Sequence Length,Similarity Score,Intersection Size,Union Size,CLS Length,CLS Similarity Score,UserDefined
0x000552c4,read_alias_file,25,705,0x004582e8,read_alias_file,25,460,0.8518518518518519,23,27,361,0.6197424892703862,0
0x00049390,read_conf_file,23,328,0x0044a7cc,read_conf_file,21,393,0.8333333333333334,20,24,229,0.6352288488210819,0
0x0007051c,read_encoded_value,2,3,0x0047ffc8,read_encoded_value,25,116,0.08,2,25,2,0.03361344537815126,0
0x0007040c,read_encoded_value_with_base,19,66,0x0047ccfc,read_encoded_value_with_base,23,72,0.8260869565217391,19,23,49,0.7101449275362319,0
0x00070374,read_sleb128,14,29,0x00479178,read_sleb128,16,27,0.875,14,16,22,0.7857142857142857,0
0x0002a8d4,read_sysfs_file,15,86,0x00420464,read_sysfs_file,16,90,0.9375,15,16,77,0.875,0
0x00070348,read_uleb128,13,20,0x00479140,read_uleb128,14,18,0.8,12,15,15,0.7894736842105263,0
0x00010484,register_tm_clones,1,1,0x004009b4,register_tm_clones,1,1,1.0,1,1,1,1.0,0
0x000671ec,remove_slotinfo,17,114,0x004705f0,remove_slotinfo,18,118,0.9444444444444444,17,18,92,0.7931034482758621,0
0x0001ce18,resolv_domain_to_hostname,12,40,0x0040f8c0,resolv_domain_to_hostname,12,40,1.0,12,12,40,1.0,1
0x0001d76c,resolv_entries_free,7,12,0x0041036c,resolv_entries_free,8,16,0.6666666666666666,6,9,10,0.7142857142857143,1
0x0001cfec,resolv_lookup,27,749,0x0040fb38,resolv_lookup,27,811,0.9285714285714286,26,28,692,0.8871794871794871,1
0x0001cf00,resolv_skip_name,14,35,0x0040f9ec,resolv_skip_name,15,36,0.9333333333333333,14,15,34,0.9577464788732394,1
0x0001c4ac,resolve_cnc_addr,12,45,0x0040ecd8,resolve_cnc_addr,18,78,0.6666666666666666,12,18,43,0.6991869918699187,1
0x00037330,save_for_backup,20,147,0x00431468,save_for_backup,18,144,0.9,18,20,110,0.7560137457044673,0
0x0005bcf4,save_for_wbackup,22,186,0x00460f30,save_for_wbackup,20,193,0.9090909090909091,20,22,154,0.8126649076517151,0
0x00047428,search_cache,21,117,0x00447ee4,search_cache,22,197,0.8695652173913043,20,23,92,0.5859872611464968,0
0x000515dc,setlocale,19,726,0x00453718,setlocale,20,1148,0.95,19,20,557,0.5944503735325507,0
0x0001f5f0,sigaddset,19,29,0x00412840,sigaddset,16,25,0.75,15,20,18,0.6666666666666666,0
0x0001f5ac,sigemptyset,11,19,0x004127e0,sigemptyset,11,24,0.5714285714285714,8,14,13,0.6046511627906976,0
0x0003c5a4,strchr,10,11,0x00437b10,strchr,10,11,1.0,10,10,10,0.9090909090909091,0
0x0003c5c4,strcmp,22,207,0x00437ca0,strcmp,17,300,0.6956521739130435,16,23,82,0.3234714003944773,0
0x000602c0,strcpy,3,3,0x00466c90,strcpy,3,3,1.0,3,3,3,1.0,0
0x000602d4,strcspn,17,144,0x00466cd0,strcspn,19,143,0.8947368421052632,17,19,98,0.6829268292682927,0
0x0003c80c,strncmp,26,260,0x00437ee0,strncmp,24,227,0.8518518518518519,23,27,113,0.46406570841889117,0
0x0003cb28,strrchr,4,5,0x004382d0,strrchr,4,5,1.0,4,4,5,1.0,0
0x000668ec,strspn,16,155,0x0046fa70,strspn,16,155,1.0,16,16,112,0.7225806451612903,0
0x0003cf84,strstr,24,217,0x0043888c,strstr,25,226,0.8846153846153846,23,26,168,0.7584650112866818,0
0x00023724,sysmalloc,26,1745,0x00417358,sysmalloc,30,1840,0.75,24,32,1102,0.6147838214783822,0
0x000229a0,sysmalloc_mmap,24,215,0x00416264,sysmalloc_mmap,21,151,0.7307692307692307,19,26,104,0.5683060109289617,0
0x0002286c,sysmalloc_mmap_fallback,19,79,0x004160c0,sysmalloc_mmap_fallback,19,77,1.0,19,19,60,0.7692307692307693,0
0x00022b80,systrim,19,89,0x004164b8,systrim,19,108,0.9,18,20,72,0.7309644670050761,0
0x0001d7c0,table_init,4,101,0x00410400,table_init,3,198,0.4,2,5,51,0.3411371237458194,1
0x0001dbfc,table_lock_val,2,2,0x00410940,table_lock_val,2,2,1.0,2,2,2,1.0,1
0x0001dc40,table_retrieve_val,9,14,0x004109a4,table_retrieve_val,8,13,0.8888888888888888,8,9,13,0.9629629629629629,1
0x0001dbb8,table_unlock_val,2,2,0x004108dc,table_unlock_val,2,2,1.0,2,2,2,1.0,1
0x00024fc0,tcache_init,19,87,0x00418e18,tcache_init,16,80,0.75,15,20,41,0.49101796407185627,0
0x0003e3f8,tdestroy_recurse,11,19,0x0043a588,tdestroy_recurse,11,19,1.0,11,11,18,0.9473684210526315,0
0x0001c63c,teardown_connection,6,9,0x0040eefc,teardown_connection,6,9,1.0,6,6,9,1.0,1
0x0001dd28,toggle_obf,17,66,0x00410ad0,toggle_obf,17,66,1.0,17,17,65,0.9848484848484849,1
0x00052354,transcmp,9,60,0x004546b0,transcmp,10,60,0.9,9,10,46,0.7666666666666667,0
0x0003e2a0,trecurse,12,38,0x0043a350,trecurse,12,38,1.0,12,12,36,0.9473684210526315,0
0x0003e34c,trecurse_r,12,36,0x0043a46c,trecurse_r,12,36,1.0,12,12,35,0.9722222222222222,0
0x0002cec4,tunable_initialize,12,32,0x00423a98,tunable_initialize,12,27,0.8461538461538461,11,13,23,0.7796610169491526,0
0x00066314,two_way_long_needle,20,390,0x00438330,two_way_long_needle,20,388,0.8181818181818182,18,22,219,0.5629820051413882,0
0x00021744,unlink_chunk,15,94,0x00414d24,unlink_chunk,16,93,0.9375,15,16,81,0.8663101604278075,0
0x0001c870,unlock_tbl_if_nodebug,26,225,0x0040f1b0,unlock_tbl_if_nodebug,24,92,0.7241379310344828,21,29,73,0.4605678233438486,1
0x0001e158,util_atoi,21,106,0x00411058,util_atoi,23,110,0.76,19,25,88,0.8148148148148148,1
0x0001e814,util_fdgets,11,25,0x00411934,util_fdgets,11,24,1.0,11,11,24,0.9795918367346939,1
0x0001e920,util_isalpha,7,18,0x00411a98,util_isalpha,6,13,0.625,5,8,9,0.5806451612903226,1
0x0001e9e0,util_isdigit,7,12,0x00411b98,util_isdigit,6,9,0.625,5,8,7,0.6666666666666666,1
0x0001e980,util_isspace,6,14,0x00411b20,util_isspace,6,13,1.0,6,6,13,0.9629629629629629,1
0x0001e8d8,util_isupper,7,12,0x00411a38,util_isupper,6,9,0.625,5,8,7,0.6666666666666666,1
0x0001e3cc,util_itoa,16,61,0x004113a0,util_itoa,20,56,0.8,16,20,44,0.7521367521367521,1
0x0001e758,util_local_addr,11,41,0x00411854,util_local_addr,11,40,1.0,11,11,40,0.9876543209876543,1
0x0001e088,util_memcpy,11,23,0x00410f50,util_memcpy,10,21,0.9090909090909091,10,11,21,0.9545454545454546,1
0x0001e560,util_memsearch,11,26,0x004115b0,util_memsearch,11,28,0.8333333333333334,10,12,24,0.8888888888888888,1
0x0001dfa8,util_strcmp,9,28,0x00410e20,util_strcmp,10,29,0.9,9,10,28,0.9824561403508771,1
0x0001e040,util_strcpy,4,5,0x00410eec,util_strcpy,4,7,0.6,3,5,4,0.6666666666666666,1
0x0001e630,util_stristr,16,47,0x004116b0,util_stristr,15,52,0.9375,15,16,42,0.8484848484848485,1
0x0001dea8,util_strlen,9,14,0x00410cd0,util_strlen,9,14,1.0,9,9,14,1.0,1
0x0001defc,util_strncmp,10,31,0x00410d34,util_strncmp,11,32,0.9090909090909091,10,11,31,0.9841269841269841,1
0x0001e0fc,util_zero,10,16,0x00410fe8,util_zero,9,15,0.9,9,10,15,0.967741935483871,1
