ARM Address,ARM Function Name,MIPS Address,MIPS Function Name,Similarity Score,Intersection Size,Union Size,UserDefined
0x0003e34c,trecurse_r,0x0043a46c,trecurse_r,1.0,12,12,0
0x0002cec4,tunable_initialize,0x00423a98,tunable_initialize,0.8461538461538461,11,13,0
0x00066314,two_way_long_needle,0x00438330,two_way_long_needle,0.8181818181818182,18,22,0
0x00021744,unlink_chunk,0x00414d24,unlink_chunk,0.9375,15,16,0
0x0001c870,unlock_tbl_if_nodebug,0x0040f1b0,unlock_tbl_if_nodebug,0.7241379310344828,21,29,1
0x0001e158,util_atoi,0x00411058,util_atoi,0.76,19,25,1
0x0001e814,util_fdgets,0x00411934,util_fdgets,1.0,11,11,1
0x0001e920,util_isalpha,0x00411a98,util_isalpha,0.625,5,8,1
0x0001e9e0,util_isdigit,0x00411b98,util_isdigit,0.625,5,8,1
0x0001e980,util_isspace,0x00411b20,util_isspace,1.0,6,6,1
0x0001e8d8,util_isupper,0x00411a38,util_isupper,0.625,5,8,1
0x0001e3cc,util_itoa,0x004113a0,util_itoa,0.8,16,20,1
0x0001e758,util_local_addr,0x00411854,util_local_addr,1.0,11,11,1
0x0001e088,util_memcpy,0x00410f50,util_memcpy,0.9090909090909091,10,11,1
0x0001e560,util_memsearch,0x004115b0,util_memsearch,0.8333333333333334,10,12,1
0x0001dfa8,util_strcmp,0x00410e20,util_strcmp,0.9,9,10,1
0x0001e040,util_strcpy,0x00410eec,util_strcpy,0.6,3,5,1
0x0001e630,util_stristr,0x004116b0,util_stristr,0.9375,15,16,1
0x0001dea8,util_strlen,0x00410cd0,util_strlen,1.0,9,9,1
0x0001defc,util_strncmp,0x00410d34,util_strncmp,0.9090909090909091,10,11,1
0x0001e0fc,util_zero,0x00410fe8,util_zero,0.9,9,10,1
